num ;dist(asec);            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;     spec. type      
179 ;    693.90;Cl* NGC 2632 JS 305                ;*  ;08 39 38.4090916008 +19 44 18.805534800;     ~   ;20.33    ;17.92    ;     ~   ;~                    
180 ;    694.80;Cl* NGC 2632 KW 339                ;*  ;08 40 50.5250444784 +19 49 45.250865472;     ~   ;14.06    ;13.33    ;     ~   ;~                    
181 ;    695.97;V* RY Cnc                          ;EB*;08 39 54.6209898816 +19 49 18.865669080;     ~   ;     ~   ;13.06    ;12.742   ;F2(N)                
182 ;    697.45;Cl* NGC 2632 ART 523               ;*  ;08 41 02.0266236312 +19 47 25.152212616;     ~   ;15.2     ;     ~   ;     ~   ;~                    
183 ;    703.72;NGC 2637                           ;G  ;08 41 13.433 +19 41 28.10              ;     ~   ;15.05    ;     ~   ;     ~   ;~                    
184 ;    703.78;Cl* NGC 2632 ART 482               ;*  ;08 40 46.5007358064 +19 50 28.018590864;     ~   ;15.5     ;     ~   ;     ~   ;~                    
185 ;    706.65;Cl* NGC 2632 ART 516               ;*  ;08 40 57.9240504240 +19 48 39.574402164;     ~   ;15.6     ;     ~   ;     ~   ;~                    
186 ;    708.20;Cl* NGC 2632 ART 531               ;*  ;08 41 06.4384680264 +19 46 17.428431828;     ~   ;15.6     ;     ~   ;     ~   ;~                    
187 ;    708.90;[WBG2011] D14                      ;LM*;08 41 00.974 +19 32 00.88              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
188 ;    709.07;* 38 Cnc                           ;dS*;08 39 42.6543233112 +19 46 42.436048548;     ~   ;6.88     ;6.66     ;     ~   ;F0IV                 
189 ;    710.96;Cl* NGC 2632 KW 197                ;*  ;08 39 36.8914939080 +19 35 49.990218180;     ~   ;13.63    ;13.1     ;     ~   ;~                    
190 ;    713.99;UGCS J084039.29+192839.5           ;*  ;08 40 39.29 +19 28 39.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
191 ;    717.53;[A66] III 440                      ;*  ;08 40 30.01 +19 51 52.5                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
192 ;    718.01;[WBG2011] D10                      ;LM*;08 40 50.371 +19 29 46.29              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
193 ;    718.97;[FRP2003] J084011.87+192824.5      ;*  ;08 40 11.475 +19 28 23.16              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
194 ;    719.36;LB 5886                            ;blu;08 39 36.0 +19 36 00                   ;     ~   ;18.6     ;     ~   ;     ~   ;~                    
195 ;    719.81;[WBG2011] B05                      ;LM*;08 39 34.775 +19 43 06.65              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
196 ;    721.03;Cl* NGC 2632 JC 204                ;*  ;08 40 24.6229117512 +19 27 59.022683820;     ~   ;17.63    ;16.45    ;     ~   ;~                    
197 ;    724.96;LB 5965                            ;blu;08 40 30.0 +19 52 00                   ;     ~   ;19.69    ;19.26    ;     ~   ;~                    
198 ;    724.98;LB 5953                            ;blu;08 40 18.0 +19 28 00                   ;     ~   ;19.63    ;18.99    ;     ~   ;~                    
199 ;    725.58;Cl* NGC 2632 JS 374                ;*  ;08 40 39.0 +19 51 34                   ;     ~   ;19.36    ;17.43    ;     ~   ;~                    
200 ;    726.80;2MASS J08401334+1928088            ;*  ;08 40 13.3637185968 +19 28 08.921348292;     ~   ;     ~   ;     ~   ;     ~   ;~                    
201 ;    727.07;Cl* NGC 2632 S 118                 ;Ro*;08 40 22.7158598352 +19 27 53.156521224;     ~   ;11.303   ;10.673   ;     ~   ;F7.2                 
202 ;    728.94;SDSS J083956.56+195017.5           ;BiC;08 39 56.568 +19 50 17.56              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
203 ;    732.37;2MASS J08401296+1928042            ;BiC;08 40 12.9651542376 +19 28 04.426749624;     ~   ;     ~   ;     ~   ;     ~   ;~                    
204 ;    732.42;SDSS J083956.05+195017.0           ;BiC;08 39 56.053 +19 50 17.07              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
205 ;    732.68;2XMMi J084012.7+192807             ;ClG;08 40 13.0 +19 28 04                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
206 ;    734.02;[WBG2011] C11                      ;LM*;08 39 36.737 +19 34 55.25              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
207 ;    734.68;LB 5912                            ;blu;08 39 54.0 +19 30 00                   ;     ~   ;19.0     ;     ~   ;     ~   ;~                    
208 ;    736.19;2XMM J083956.3+192936              ;X  ;08 39 56.308 +19 29 36.45              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
209 ;    736.37;[SPD2011] 63933                    ;ClG;08 39 56.6 +19 50 27                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
210 ;    737.56;LB 388                             ;*  ;08 39 31.9769678424 +19 38 56.986450188;     ~   ;12.96    ;12.48    ;     ~   ;A7                   
211 ;    737.77;Cl* NGC 2632 ART 270               ;*  ;08 39 34.0844767512 +19 43 37.688965032;     ~   ;15.6     ;     ~   ;     ~   ;~                    
212 ;    737.94;[A66] III 52                       ;*  ;08 40 08.42 +19 51 44.4                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
213 ;    738.06;[FRP2003] J083936.65+194510.8      ;*  ;08 39 36.602 +19 45 11.04              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
214 ;    738.60;[A66] III 398                      ;*  ;08 40 17.19 +19 27 47.7                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
215 ;    754.44;SDSS J083956.76+195049.1           ;BiC;08 39 56.765 +19 50 49.11              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
216 ;    756.78;Cl* NGC 2632 VL 892                ;*  ;08 39 47.1825504264 +19 49 10.017898104;     ~   ;15.6     ;     ~   ;     ~   ;~                    
217 ;    757.73;[WBG2011] A14                      ;LM*;08 41 08.239 +19 47 08.93              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
218 ;    757.83;Cl* NGC 2632 VL 978                ;*  ;08 40 11.53 +19 52 17.1                ;     ~   ;15.0     ;     ~   ;     ~   ;~                    
219 ;    758.57;Cl* NGC 2632 JC 197                ;*  ;08 40 15.5030735288 +19 27 30.996811802;     ~   ;15.24    ;13.91    ;     ~   ;K6V                  
220 ;    759.62;Cl* NGC 2632 ART 398               ;*  ;08 40 18.5061385080 +19 27 24.354506340;     ~   ;15.2     ;     ~   ;     ~   ;~                    
221 ;    759.82;2MASS J08405492+1929384            ;G  ;08 40 54.9255111552 +19 29 38.457934548;     ~   ;     ~   ;     ~   ;     ~   ;~                    
222 ;    759.86;Cl* NGC 2632 VL 1069               ;*  ;08 40 39.8469933792 +19 52 06.181350240;     ~   ;14.7     ;     ~   ;     ~   ;~                    
223 ;    764.23;SDSS J084107.70+194730.8           ;QSO;08 41 07.7043701496 +19 47 30.844186332;     ~   ;     ~   ;     ~   ;     ~   ;~                    
224 ;    764.76;[BBG2010] 22                       ;BD?;08 41 04.2 +19 31 28                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
225 ;    769.86;[WBG2011] A15                      ;LM*;08 41 15.526 +19 44 11.43              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
226 ;    772.05;[WBG2011] C09                      ;LM*;08 39 35.180 +19 34 13.22              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
227 ;    773.75;Cl* NGC 2632 S 148                 ;Ro*;08 40 52.5239203352 +19 28 59.564290896;     ~   ;10.839   ;10.267   ;     ~   ;F7V                  
228 ;    774.64;Cl* NGC 2632 S 151                 ;*  ;08 41 04.7858312016 +19 31 22.433934684;     ~   ;12.13    ;11.32    ;     ~   ;G5V:                 
229 ;    777.95;2MASS J08394339+1948458            ;BD?;08 39 43.3875720072 +19 48 45.770876928;     ~   ;     ~   ;     ~   ;     ~   ;~                    
230 ;    778.33;UGCS J084105.03+193121.0           ;NIR;08 41 05.0464923384 +19 31 21.006755940;     ~   ;     ~   ;     ~   ;     ~   ;~                    
231 ;    779.50;Cl* NGC 2632 JC 172                ;Ro*;08 39 47.0678933237 +19 49 39.440461992;     ~   ;13.724   ;12.724   ;     ~   ;K2.6                 
232 ;    782.34;[WBG2011] C10                      ;LM*;08 39 35.196 +19 33 50.49              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
233 ;    784.51;SDSS J084107.36+193150.0           ;QSO;08 41 07.361 +19 31 50.08              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
234 ;    784.60;CSI+19-08374                       ;*  ;08 40 18.0 +19 27 00                   ;     ~   ;15.18    ;13.92    ;     ~   ;~                    
235 ;    785.42;UGCS J083951.95+195042.0           ;LM*;08 39 51.96 +19 50 42.1                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
236 ;    786.35;2MASS J08393959+1947543            ;BD?;08 39 39.5786672448 +19 47 54.317641128;     ~   ;     ~   ;     ~   ;     ~   ;~                    
237 ;    788.18;Cl* NGC 2632 ART 278               ;*  ;08 39 36.7858580568 +19 47 00.481211448;     ~   ;15.6     ;     ~   ;     ~   ;~                    
238 ;    789.32;Cl* NGC 2632 KW 380                ;*  ;08 41 16.9138204752 +19 35 46.690177416;     ~   ;14.12    ;13.4     ;     ~   ;~                    
239 ;    790.26;Cl* NGC 2632 JC 246                ;*  ;08 41 16.0189873704 +19 44 51.372124692;     ~   ;14.51    ;13.70    ;     ~   ;~                    
240 ;    794.26;[WBG2011] D02                      ;LM*;08 40 13.215 +19 27 00.51              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
241 ;    797.25;[WBG2011] D03                      ;LM*;08 40 13.829 +19 26 55.82              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
242 ;    798.37;Cl* NGC 2632 JC 249                ;Ro*;08 41 19.9236073803 +19 38 04.706794951;     ~   ;14.751   ;13.555   ;     ~   ;K5V                  
243 ;    800.41;[WBG2011] A10                      ;LM*;08 40 33.639 +19 53 08.76              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
244 ;    805.21;Cl* NGC 2632 S 105                 ;SB*;08 40 06.2752493400 +19 27 14.755630104;     ~   ;10.82    ;10.25    ;     ~   ;F6V                  
245 ;    808.90;Cl* NGC 2632 KW 358                ;*  ;08 41 05.9781204816 +19 30 50.086223028;     ~   ;13.3     ;12.63    ;     ~   ;~                    
246 ;    810.98;SDSS J084026.12+192629.5           ;QSO;08 40 26.123 +19 26 29.58              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
247 ;    811.67;Cl* NGC 2632 KW 345                ;*  ;08 40 55.9309344960 +19 28 45.358825836;     ~   ;14.2     ;13.61    ;     ~   ;~                    
248 ;    811.78;SDSSCGB 38770.2                    ;G  ;08 41 13.5274713456 +19 46 52.224804480;     ~   ;     ~   ;     ~   ;     ~   ;~                    
249 ;    812.83;Cl* NGC 2632 JC 250                ;*  ;08 41 20.4465880613 +19 37 22.450193730;     ~   ;17.82    ;15.81    ;     ~   ;M1V                  
250 ;    820.34;Cl* NGC 2632 KW 351                ;*  ;08 40 58.3481415960 +19 28 58.715199696;     ~   ;14.23    ;13.48    ;     ~   ;~                    
251 ;    820.45;LB 5938                            ;blu;08 40 06.0 +19 27 00                   ;     ~   ;18.8     ;     ~   ;     ~   ;~                    
252 ;    823.08;[WBG2011] B04                      ;LM*;08 39 28.285 +19 44 01.63              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
253 ;    823.63;SDSSCGB 38770.1                    ;G  ;08 41 13.696 +19 47 11.26              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
254 ;    825.11;SDSS J083927.05+193656.3           ;BiC;08 39 27.059 +19 36 56.38              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
255 ;    825.31;2XMMi J083926.4+193658             ;ClG;08 39 27.0 +19 36 56                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
256 ;    825.36;Cl* NGC 2632 JC 243                ;Ro*;08 41 13.190 +19 32 34.93              ;     ~   ;15.670   ;14.189   ;     ~   ;M0.6                 
257 ;    825.78;Cl* NGC 2632 HERT 262              ;*  ;08 41 13.0 +19 32 30                   ;     ~   ;15.66    ;14.23    ;     ~   ;~                    
258 ;    829.48;SDSSCGB 38770                      ;CGG;08 41 14.7 +19 46 59                   ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
259 ;    830.79;Cl* NGC 2632 JC 241                ;*  ;08 41 11.3058315528 +19 31 46.702198200;     ~   ;19.10    ;16.57    ;     ~   ;M2.0                 
260 ;    830.94;CSI+19-08384 2                     ;*  ;08 41 12.0 +19 32 00                   ;     ~   ;15.62    ;14.19    ;     ~   ;~                    
261 ;    831.15;2MASS J08392650+1937034            ;*  ;08 39 26.51 +19 37 03.4                ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
262 ;    832.00;Cl* NGC 2632 S 106                 ;*  ;08 40 10.5548169768 +19 26 29.999306508;     ~   ;12.11    ;11.70    ;     ~   ;~                    
263 ;    838.58;NVSS J084047+195251                ;Rad;08 40 47.411 +19 52 50.72              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
264 ;    839.12;SDSSCGB 38770.4                    ;G  ;08 41 15.798 +19 46 51.33              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
265 ;    841.12;Cl* NGC 2632 JC 228                ;*  ;08 40 55.6979203656 +19 51 52.230641472;     ~   ;13.34    ;12.59    ;     ~   ;~                    
266 ;    843.08;Cl* NGC 2632 ART 256               ;*  ;08 39 30.0524939304 +19 33 59.768550828;     ~   ;15.6     ;     ~   ;     ~   ;~                    
267 ;    844.26;LB 5951                            ;blu;08 40 18.0 +19 54 00                   ;     ~   ;20.4     ;     ~   ;     ~   ;~                    
268 ;    844.59;UGCS J084055.92+195154.3           ;NIR;08 40 55.9301526384 +19 51 54.259940268;     ~   ;     ~   ;     ~   ;     ~   ;~                    
269 ;    845.04;SDSSCGB 38770.3                    ;G  ;08 41 15.917 +19 47 00.37              ;     ~   ;     ~   ;     ~   ;     ~   ;~                    
270 ;    846.00;Gaia DR2 661314466963687808        ;*  ;08 39 34.6714547640 +19 48 00.249528513;     ~   ;     ~   ;     ~   ;     ~   ;~                    
271 ;    846.11;Cl* NGC 2632 HSHJ 272              ;Er*;08 39 34.66392 +19 48 00.2916          ;     ~   ;     ~   ;     ~   ;     ~   ;M3.3                 
272 ;    846.50;Gaia DR2 661314466961037312        ;*  ;08 39 34.6048370472 +19 47 59.757009252;     ~   ;     ~   ;     ~   ;     ~   ;~                    
273 ;    851.26;SDSS J084038.64+192614.3           ;G  ;08 40 38.6496232128 +19 26 14.314057656;     ~   ;     ~   ;     ~   ;     ~   ;~                    
274 ;    852.44;Cl* NGC 2632 S 155                 ;Ro*;08 41 10.3080648125 +19 49 07.006491032;     ~   ;12.268   ;11.495   ;     ~   ;G6.6                 
275 ;    852.48;2MASS J08395441+1927372            ;BD?;08 39 54.4075529616 +19 27 37.180481760;     ~   ;     ~   ;     ~   ;     ~   ;M3.8                 
276 ;    852.61;Cl* NGC 2632 JC 167                ;*  ;08 39 37.1496778653 +19 48 57.980649044;     ~   ;16.72    ;15.20    ;     ~   ;K7.8                 
277 ;    855.87;CSI+19-08385                       ;*  ;08 41 24.0 +19 42 00                   ;     ~   ;14.71    ;13.55    ;     ~   ;~                    
278 ;    856.04;LB 5871                            ;blu;08 39 24.0 +19 38 00                   ;     ~   ;18.8     ;     ~   ;     ~   ;~                    
279 ;    861.20;Cl* NGC 2632 KW 342                ;*  ;08 40 53.9015206392 +19 52 30.676950228;     ~   ;13.5     ;     ~   ;     ~   ;~                    
280 ;    861.31;LB 1859                            ;QSO;08 41 07.2880045368 +19 50 06.955767348;     ~   ;19.93    ;19.53    ;     ~   ;~                    
281 ;    862.74;2MASS J08404562+1926331            ;*  ;08 40 45.6208620408 +19 26 33.199329192;     ~   ;     ~   ;     ~   ;     ~   ;~                    
282 ;    862.87;Cl* NGC 2632 ART 455               ;*  ;08 40 34.7734516920 +19 25 50.677682844;     ~   ;15.6     ;     ~   ;     ~   ;~                    
283 ;    863.45;BD+20 2176                         ;Ro*;08 41 10.0219180608 +19 30 32.062108356;     ~   ;10.613   ;10.080   ;     ~   ;F7V                  
